squareMeters,numberOfRooms,floors,numPrevOwners,basement,attic,garage,price
69856,80,48,2,8366,3590,852,6993253.5
88586,31,79,8,8350,3424,826,8866194.9
67510,32,61,7,6018,7718,643,6758961.4
77703,22,18,4,4762,8678,172,7776678.1
72147,38,13,2,285,3733,882,7219271.3
11339,96,70,1,2670,3572,872,1137389.6
81125,22,24,9,5869,2240,209,8113963.2
48434,33,87,9,8173,6719,913,4854900.2
56398,83,97,7,1613,2572,146,5644338.1
95894,30,6,4,9186,75,132,9596889.5
23888,24,24,6,3055,3497,107,2394623.1
4198,2,93,9,8268,4194,285,422549.3
67135,30,64,8,2579,3894,828,6723196
95162,10,13,10,8386,3445,692,9520376.5
999,30,11,9,3768,79,755,104307.6
34982,30,66,8,224,802,474,3508325.1
2183,10,31,6,31,6050,447,221187
67699,98,27,9,5976,31,899,6776755.1
71143,10,10,6,6797,5738,739,7124217.8
57244,58,79,2,1566,2214,998,5728704.1
17114,17,28,6,8327,911,668,1714461.1
83009,70,26,1,4251,1402,802,8305627.9
52610,2,69,2,7247,592,478,5270005.9
7788,43,75,6,3932,2422,947,791624.3
5693,55,37,9,1638,986,442,576081.8
48345,10,41,5,9057,4582,539,4842954.3
53422,76,49,1,6497,693,563,5343686.9
64603,14,53,5,8634,9299,366,6469506
966,71,85,8,8735,9362,744,106121.7
47264,49,23,5,3771,5179,427,4732236.5
92992,24,18,9,7478,323,697,9305605.1
303,75,24,10,782,9569,423,31966.1
83635,31,23,10,469,5441,273,8369562.8
29689,45,22,10,8498,7641,347,2973788.4
47239,58,19,9,8710,1880,447,4725416.3
10047,57,87,10,8671,4731,968,1012656.1
7587,94,22,10,1493,2457,183,762915.5
10074,29,47,4,228,5644,935,1010442.9
46509,19,44,5,5237,6170,374,4653392.2
86796,99,51,9,2445,9209,543,8689099.8
82853,67,72,6,3396,5127,332,8289491.5
10572,39,14,5,6109,5775,990,1060707
22212,87,74,6,9076,8573,860,2232476.2
17019,85,79,5,2770,5752,758,1711885.8
16444,29,2,1,4631,1054,775,1649094.5
64504,39,19,9,5126,7453,126,6451578
73527,57,5,10,5453,1421,722,7360331.1
16780,54,56,10,3072,397,757,1681331.2
47534,47,9,5,6946,8394,631,4756433.9
30978,64,13,7,1042,4136,936,3108219.1
23763,94,99,8,9676,8321,539,2384035.4
55757,6,51,10,8020,4350,339,5578966
85107,97,24,5,6398,9519,115,8512331.9
58297,91,1,4,9958,3361,247,5833422.9
53952,10,72,1,4149,4757,157,5403227.9
50401,60,55,5,72,1856,443,5046874.3
58451,45,22,1,728,5530,861,5849635.3
25625,69,84,6,5174,5117,379,2568173.9
4771,56,12,4,4590,4074,347,480525.1
4798,100,20,8,575,1391,604,481620.5
90700,80,78,9,3926,3187,396,9080106.6
84267,93,81,7,3597,4968,218,8433371
56505,28,10,1,6492,4926,859,5651670.3
21976,55,97,2,9374,218,777,2206738.8
83083,68,19,6,3582,1698,438,8313069.5
60396,100,81,9,5943,7937,950,6047863.2
42211,62,94,3,3897,9238,811,4230896.8
43843,28,99,5,7431,2814,844,4389604
53501,80,68,9,8976,9112,555,5351569.3
95623,52,11,1,532,2052,117,9564202
72619,4,6,1,1754,3173,540,7266754.8
464,16,53,10,5816,8915,830,52352.6
45803,17,21,7,1749,9521,444,4583642.7
62570,52,83,5,3088,7256,786,6265526.5
99636,59,10,9,3610,950,553,9964270.4
32328,27,39,3,7386,8846,266,3238634.9
5478,87,89,5,8798,1538,440,558369.6
64550,89,68,2,1945,8269,495,6465184.9
24055,32,81,6,5640,7433,818,2418314.8
59003,52,63,8,3534,7930,912,5908014.9
69554,27,89,8,6903,8501,420,6965658.4
33717,6,8,2,1859,4641,425,3377117
29810,60,61,8,3429,2817,837,2990007.8
83596,63,28,7,9426,416,785,8361285.3
23324,91,44,10,2303,1125,765,2340035.8
58812,15,34,1,5235,7659,223,5888584.8
5268,100,59,2,4593,3624,959,529991.2
57700,37,18,7,3905,3768,515,5779465.1
44847,13,60,7,7381,3335,669,4490655.2
70820,52,30,10,2090,4566,867,7093917.6
52890,87,15,6,3533,5286,683,5291984
80352,21,5,1,8708,53,464,8039036.9
1006,63,53,7,9015,5487,841,111551.8
32267,37,36,2,1537,6433,882,3235512.1
80313,95,17,4,4325,917,593,8035508.3
71588,96,95,4,3945,9033,921,7167821.2
9089,43,58,8,1166,6357,151,914629.7
28121,32,93,6,1144,1721,857,2820497.1
21272,4,72,7,3521,7707,457,2137497.1
87964,74,68,7,799,9190,624,8803574.9
47902,36,71,9,5234,8529,541,4803026.1
89280,63,11,8,7274,7335,465,8929255
67795,100,80,2,7282,6516,635,6785447.4
22323,33,67,3,126,3171,449,2240559.6
60037,64,54,5,7471,7599,648,6009861
27113,22,19,3,3856,4186,765,2714670.6
70898,15,36,6,6794,7842,671,7092877.8
10298,1,7,9,7284,5113,557,1036741.1
51130,95,87,6,4977,1669,682,5125465.4
10785,19,73,9,9433,4180,487,1079918.8
65068,30,2,10,345,7298,895,6507541.1
93713,20,45,9,6513,9708,807,9378060.3
97306,11,44,4,793,4822,681,9733433
76262,61,74,9,8970,879,677,7633670.4
15722,67,50,3,5454,6089,940,1581304.1
83984,98,60,10,3399,4028,817,8409426.9
78280,53,42,5,8984,9429,646,7830865.9
83817,62,60,2,1130,1360,835,8390712.5
28132,17,26,1,144,4860,626,2820957.7
63183,49,46,6,6617,1608,891,6326815.2
90068,96,55,7,567,999,895,9013793.9
81645,95,37,2,6166,9091,630,8174644.3
40394,87,30,6,743,1721,567,4046533.1
79260,19,9,3,3887,9274,771,7930187.1
123,61,1,1,9390,6219,922,13229.1
37647,64,7,9,7865,155,558,3770389.7
36136,78,99,10,2576,4343,600,3618606.9
43549,78,92,6,9607,1826,905,4365431.7
74180,97,7,2,166,9405,631,7421254.1
33692,83,69,4,9989,812,721,3375522.9
92201,56,66,5,3385,5903,159,9228740.3
62587,14,35,7,6374,3188,894,6260826
20577,4,62,1,3715,6214,119,2064758.3
26612,40,28,7,1837,431,646,2666795.9
74172,55,67,2,1247,6709,461,7421067.4
68841,92,69,5,3643,5208,465,6890753
54386,93,95,7,9560,7926,665,5448084.6
54925,27,81,1,3632,8941,377,5501546.6
43418,87,64,8,6989,9545,736,4349322
96251,12,7,8,4166,6782,665,9626287.8
27928,90,78,1,6637,9618,334,2804528.7
87024,52,56,10,1630,8652,544,8714971
4563,44,39,9,5661,7505,199,457573.9
47579,85,8,8,1138,805,629,4761303.3
60756,62,50,4,7984,7583,725,6079599.6
38587,10,9,3,8444,5499,938,3862813.5
92659,73,98,4,3750,81,386,9272193.3
59396,24,31,8,9208,406,970,5950249.1
70681,24,16,4,6921,2915,640,7072541.6
42900,38,80,10,473,6650,319,4301422.6
36240,9,34,10,82,7981,271,3630821.7
59928,100,76,5,9836,9337,530,5995097.4
3963,40,61,1,1036,1491,408,408380.9
95404,10,8,10,7142,8615,690,9544786.9
86375,99,68,10,6106,9840,723,8643370
26507,14,79,3,535,7021,269,2656261.5
72178,73,57,7,5833,7112,727,7223259.8
11914,36,57,6,6274,1131,897,1198177.5
9147,42,89,3,8572,8015,489,928384
62596,88,79,9,3152,1688,314,6272808.7
69371,59,55,7,3689,5177,611,6939185.4
47542,25,97,9,6765,7845,393,4756989
60457,68,32,3,2526,6045,496,6051684
88033,95,100,5,9436,3665,753,8817404.6
3383,13,51,9,1689,8214,453,342685.2
85795,97,59,3,2357,5340,278,8585311.9
17857,15,24,3,123,7677,157,1791426.7
2508,92,2,8,9107,5150,750,256655.8
281,52,38,2,7172,3199,826,34115.4
14314,50,45,4,91,6561,908,1436966.9
96513,26,53,6,1306,6795,582,9657237.3
67527,41,42,8,6765,874,772,6766655.9
72976,96,96,8,7706,7273,394,7306614.6
76420,38,63,8,3164,6820,170,7649934.6
67923,61,95,4,3860,4166,234,6797581.4
85372,81,5,9,9416,5948,838,8538126
38923,30,41,5,679,9075,114,3895085.3
57663,66,14,2,7766,13,654,5770477.1
26943,57,86,5,254,7641,913,2701654.6
24839,52,76,4,7365,6581,766,2493901.4
85671,33,5,3,4821,4508,1000,8572647.8
56085,65,92,6,4634,1107,897,5617121.9
53857,91,49,9,3249,6461,435,5393354.3
61297,29,80,6,8140,1302,551,6134154
34854,61,31,1,6726,36,388,3491844.1
90777,78,8,5,5120,5209,744,9079088.9
29178,74,14,6,9501,9579,768,2922723.4
55006,42,24,1,6526,6142,356,5503703.2
11491,61,47,3,5698,4031,597,1157222.9
44838,48,77,5,7048,6888,671,4491363.9
67629,27,38,8,4353,3714,388,6767151.1
70607,8,28,7,6278,8181,397,7068284.9
50122,69,84,3,5479,9298,275,5016998.2
80622,80,46,7,2308,8765,791,8069026.5
63886,46,1,8,3896,2640,771,6391405.2
30821,52,27,10,5620,4492,408,3086776.5
80472,21,80,6,3435,9377,266,8054700
86834,54,23,1,5173,9258,757,8690922.3
9022,72,100,5,8295,2754,109,905649.1
59899,61,61,10,6126,2385,297,5994256.8
36859,87,43,1,869,9536,596,3687440.3
96419,6,34,8,8968,3210,233,9646107.4
82651,3,42,7,6409,7747,982,8266989.8
26881,57,82,6,9731,9547,226,2696414.4
83316,85,65,1,5337,1277,898,8336816.9
18738,17,51,3,4072,1640,443,1881615.3
1906,16,30,10,1576,3923,883,192160.6
60399,88,48,2,9562,4787,880,6046439.6
92159,72,68,1,4553,4114,742,9220693.7
3966,82,20,3,440,7209,359,398719.1
93998,47,81,6,1605,505,102,9406433
96580,28,36,5,2176,9890,104,9671187.4
20818,43,76,2,4111,4176,915,2090473.7
65549,38,38,4,5487,1726,316,6556739.5
31951,22,94,4,6606,8523,625,3196773.6
23541,83,3,6,2818,4241,970,2357500.1
17704,83,33,3,4503,5329,184,1775366.7
57128,100,40,9,4856,2230,566,5721225.6
87276,51,43,2,8005,7138,113,8737247.2
50778,83,91,1,6472,7178,914,5087311.5
846,51,51,8,302,1509,946,88673.5
49312,56,39,7,9737,9900,844,4934342.9
99455,26,36,4,5988,217,841,9946626.1
75645,51,64,4,8361,9708,673,7571223.9
73406,44,95,8,2144,4242,230,7351183.7
24895,7,59,2,8541,5444,851,2496019.2
13314,5,17,9,8189,526,663,1340591.5
78995,53,49,7,5606,4576,759,7911960.6
54976,21,53,5,210,1328,998,5506062
84023,8,44,1,6948,398,669,8408349.3
8130,44,88,7,7573,8826,978,823637.4
2838,5,82,5,8811,8161,899,287893.2
416,46,45,4,7208,7691,786,46790.6
62314,23,27,9,4797,5715,169,6239567.9
85169,77,14,6,9487,6521,819,8520093.8
42969,32,87,6,4496,2360,793,4305386.1
38079,80,74,6,4594,8587,440,3818327.9
1386,42,4,1,6022,9126,692,143843.2
41147,69,87,1,7388,3537,791,4122969.6
93375,27,67,8,4304,1956,784,9343934
37047,79,87,3,5658,8216,160,3713548.9
20453,54,96,6,5077,3787,770,2055870.1
86800,18,99,4,3808,6688,455,8684068.8
49835,37,55,1,6772,850,140,4986495.4
25020,100,39,10,5959,1045,274,2510161
69665,14,78,10,7745,8761,707,6977106.5
16283,79,30,9,7485,2259,903,1638670
40984,15,39,1,870,5803,100,4103009.1
32731,99,66,7,9859,2736,681,3276617.6
86452,12,76,1,9096,2443,684,8657353.7
49031,87,62,2,1800,4755,723,4914589.6
53818,17,32,3,728,7298,910,5383450
74291,88,38,8,217,8043,379,7433320.4
73154,57,29,10,8059,8416,628,7322035.5
39162,21,16,9,8453,9574,846,3917826.5
45746,86,76,3,2589,8033,400,4580036.9
22615,61,30,9,7923,2541,321,2271139.1
6518,10,72,7,5381,6047,739,658946.8
67648,28,67,10,2557,3520,432,6770108.4
36353,50,2,8,6760,2725,190,3638165.8
68985,99,29,1,6676,7056,554,6900905.2
48258,94,46,10,9611,509,693,4830907.4
67489,70,31,10,6885,8544,798,6756566.1
96184,46,1,5,3961,5310,986,9618863.5
42365,36,96,2,7976,4616,520,4249618.6
88274,45,41,10,1899,1045,445,8832114.1
49634,81,90,5,7859,8936,513,4972427.1
15062,12,42,2,6899,1733,112,1511857.5
74606,50,73,10,8031,3255,664,7471533
8368,4,55,3,6985,6031,710,842999.6
31821,7,63,2,389,1079,298,3187554.9
72741,56,49,9,9912,8775,709,7280439.1
53527,88,71,7,3816,6445,559,5356315.5
27702,17,25,1,7133,6171,844,2778207.5
69178,15,1,4,5550,7971,621,6921350.5
51766,71,36,5,3915,2821,311,5186043
14322,63,66,5,567,9267,352,1439924.7
13147,71,65,8,1741,2233,497,1316451.3
89434,56,13,9,408,7169,747,8945011.5
77439,91,56,3,7307,2637,908,7754431.7
99811,76,90,9,2739,3082,783,9988416.5
15301,66,5,3,4711,9162,390,1534279.2
46701,44,59,2,4847,7520,843,4674499.9
72938,90,64,6,242,1625,929,7301218.7
84600,74,43,4,6703,3965,713,8467208.7
65554,33,14,4,3191,211,709,6559482.5
86607,50,4,6,4425,2605,125,8661568.8
99426,79,26,9,4028,4420,591,9945644.3
72990,42,1,5,8597,6808,619,7301689.6
41711,77,93,7,719,2167,382,4176663.1
52668,7,76,2,2180,3122,838,5281141.6
27059,45,40,9,6965,9220,455,2713421.8
12865,5,54,6,7714,6904,597,1288172
87045,61,19,10,7325,4603,237,8709780.2
64584,90,31,1,5811,5719,217,6465423.6
22681,93,6,5,9803,143,583,2273361.4
16704,49,8,7,7325,1013,929,1676124.4
25124,97,25,9,397,8988,962,2517156.4
64209,30,55,5,9761,6148,525,6428666.2
18730,68,71,6,7624,2629,331,1884158.8
96177,40,19,4,2237,4485,268,9623218.6
76671,22,76,6,3701,784,296,7674844.1
39129,76,26,10,4674,8150,737,3919404.6
52859,71,99,8,5401,9757,727,5299328.3
26223,12,76,9,7431,2331,798,2628273.4
89071,48,91,8,5942,7227,649,8913105.8
55022,61,43,10,8955,9093,216,5508301.8
60721,42,9,6,68,4701,695,6077844.5
28772,4,85,4,8141,5596,327,2888733.3
92716,48,3,8,9364,4010,731,9272362.1
19092,21,85,6,2171,4787,797,1915270
41440,98,77,5,3885,2364,997,4155501
60305,88,90,3,6297,5170,925,6038984.9
26611,68,21,2,1184,8776,856,2662493.2
16847,47,66,2,8115,9158,212,1687484.9
52785,13,61,2,1207,126,833,5286382.4
2267,82,8,10,9360,3301,225,228087.5
22809,70,65,8,3261,9231,862,2285983
92242,26,39,7,6405,476,894,9232332.9
19040,86,25,8,6629,433,415,1915328.2
18943,6,26,9,258,4961,687,1899521.2
91914,37,68,5,8148,7135,649,9194073.8
60401,63,86,4,3200,6710,430,6047105.7
57865,2,30,10,6981,8019,147,5788561.8
1308,38,68,3,8261,195,772,141631.5
76732,1,50,4,3935,4050,455,7682086.9
90859,22,65,1,365,9149,104,9090821.8
19596,51,83,4,1691,1803,398,1969900.9
86277,15,5,9,5268,1653,142,8629655.5
31845,8,1,3,2826,6678,663,3191199.4
46128,47,88,4,7069,270,902,4624665.6
33398,78,30,6,4552,703,803,3345097.2
70626,80,45,3,1221,8695,130,7065089.5
50315,11,52,9,9867,4532,239,5044978.1
84217,60,18,4,4953,6240,468,8429962.3
35127,8,4,3,9746,9694,906,3513571.4
14614,21,3,8,1185,4610,446,1462577.5
73686,10,93,10,5029,93,440,7378513.3
80143,27,78,1,4411,5371,885,8026359.5
38454,8,6,6,3909,692,297,3848412
70573,78,3,5,8314,2512,745,7061764.6
44584,84,90,9,8073,6806,738,4468024.2
46953,82,41,1,4606,4712,475,4699973.6
87960,53,27,6,5586,4430,914,8801034.7
10051,10,34,4,4642,5231,450,1010724.8
14044,48,43,1,5654,6669,198,1409581.1
83252,98,8,1,3015,1565,496,8326479.2
46183,4,5,4,735,1122,956,4621605.7
17256,30,59,10,698,6032,668,1729036.4
59111,58,38,8,1977,4648,708,5919005.8
41732,19,63,5,4692,3724,321,4177464.8
6912,47,2,4,3458,2396,264,691629.6
8719,84,20,9,5944,3850,929,875984.3
15670,54,26,3,9688,1571,436,1572432.7
54669,58,85,4,4746,1210,140,5472646.2
71164,54,38,2,5473,2296,638,7121656.9
8497,97,57,2,4113,1101,250,856430.8
27296,31,93,6,4778,1327,369,2736257.3
65201,13,28,3,3927,4362,670,6524351.5
7729,87,35,2,4456,5461,346,781939.4
64186,10,6,5,5408,7422,971,6419507.1
75571,9,16,6,7754,9493,449,7563298.1
40943,76,32,10,8104,1905,855,4097629
88884,97,63,5,9198,1237,541,8894048
96228,80,15,10,5135,1755,551,9629903.8
57859,74,52,8,7881,8141,711,5796496.5
58239,88,77,5,3568,8465,155,5831545.9
7859,89,60,4,6257,7630,258,796540.8
37111,97,22,2,265,7725,360,3718382.9
90304,52,33,7,4104,2797,803,9033809
87906,46,33,9,1489,3047,106,8799360.4
47839,86,53,7,5689,9333,321,4792795.3
91637,5,29,3,6476,9666,169,9166209.6
92591,27,73,7,5776,5050,438,9265884.1
26614,69,60,4,1700,4302,383,2673620.8
45955,58,37,4,6156,5233,285,4599926.8
6712,66,93,10,1150,3614,594,678200.1
89725,26,83,9,319,5124,994,8985353.3
48776,60,9,3,8652,991,307,4879354.1
63953,67,25,7,6537,7924,638,6400710.4
40508,78,63,7,6334,9274,242,4060440.5
49310,63,80,4,9692,6240,176,4943199.6
69164,48,70,3,5861,2750,652,6929542.7
61402,74,40,1,3524,771,469,6149729
53749,86,63,8,8488,6220,239,5381187.9
73140,92,69,3,6384,4894,726,7325048.9
34338,41,95,2,5015,7523,251,3442319.6
52525,13,82,7,7750,3265,776,5257813.9
53753,49,37,7,9951,5184,998,5385374.9
58713,63,39,1,4710,5516,642,5879478.4
40155,33,99,8,9296,3181,227,4028472.9
32805,35,17,5,6766,6510,451,3281975.4
848,92,37,8,2128,9487,959,94998.3
67073,45,59,7,4506,1274,638,6713052.6
14520,12,2,1,8531,4414,336,1456205
65986,38,39,1,8778,1558,627,6605910.6
15246,59,48,7,460,7469,596,1531089
62613,56,69,6,6845,3986,245,6268368.9
26348,37,89,2,628,5840,756,2641767
44633,100,69,10,8183,3882,479,4470611
33126,50,87,5,2592,997,582,3317019.9
62872,86,56,5,5621,19,335,6293741.4
69429,65,34,8,9354,7232,215,6945733.7
67034,37,17,2,4115,9090,201,6710309.4
63817,89,92,4,4092,7724,170,6391540.9
41705,45,97,6,3513,957,754,4173470
31025,96,35,2,9107,1162,606,3110889.6
33532,54,80,3,773,9548,630,3362452.1
27924,68,81,2,2068,4052,183,2805108.1
3996,65,37,4,3247,3166,101,402010.9
80524,22,49,8,4111,1883,252,8060508.7
63190,50,45,4,6132,151,348,6323436.2
62757,74,31,4,5656,5336,761,6281435.6
54682,81,92,6,1114,2269,341,5477375.3
87987,38,97,9,234,6216,125,8810668.6
98157,91,75,1,5340,7157,465,9823508.1
81019,56,99,2,8376,3628,863,8112092.5
92296,31,69,10,785,8053,604,9237027.8
51579,37,6,8,1328,5510,636,5161447.9
41042,88,44,3,6364,4491,121,4112280
1737,75,92,8,3403,1447,904,179334.4
97725,88,13,3,3938,8275,175,9777735.1
30317,33,78,1,4786,8307,212,3035229.9
54146,83,79,8,2595,7348,850,5422823
32599,68,67,6,4964,4624,902,3265978.3
77491,58,32,7,53,4181,961,7751876.1
41164,59,69,9,7302,3267,954,4119024.1
3189,56,23,7,3230,2889,971,322194.1
97691,17,79,6,5370,2685,631,9781758.1
38486,88,50,9,6167,3079,304,3850352.1
68232,19,31,2,1128,3540,982,6828383.2
42893,26,42,10,2881,7946,493,4291975.4
7042,17,32,2,9907,1932,728,711173.2
48678,18,57,10,89,6578,775,4877324.8
14938,8,50,2,5217,9316,810,1499161.1
62596,90,70,8,4330,9821,739,6266459
69722,83,14,4,1167,1698,192,6972996.2
10564,99,3,9,9081,654,836,1062047.2
49996,85,19,3,2914,9364,295,5001283.1
47327,100,40,1,4006,765,147,4737050.1
85489,90,42,1,6755,7170,320,8555341.9
54667,26,70,2,4707,7513,729,5473221.9
72507,87,13,6,4730,1829,406,7252211.9
68113,67,29,2,4788,7274,990,6817735.7
84587,98,71,6,3726,2292,168,8468745
88036,30,16,3,2328,6702,947,8804243.7
91395,66,71,9,3714,1724,223,9145192.7
81805,51,16,8,1695,6791,521,8186061.3
47253,84,32,5,9819,1143,375,4728903.8
44924,97,44,9,3478,1948,117,4496017.5
62027,21,62,10,6654,9100,314,6211934.3
65583,99,27,1,4196,5676,968,6565646.3
47006,72,76,8,6414,6111,613,4707409.7
36108,69,2,3,4764,1961,289,3617759.1
56329,10,2,1,542,8715,806,5638765.7
94212,29,59,3,6573,4558,198,9427260.4
47063,10,6,8,1135,3650,996,4713133.9
45985,33,83,1,9524,8230,986,4604960.8
39269,87,16,1,6604,7051,800,3930292.7
4727,60,25,6,6301,9229,273,477285.4
24677,63,6,2,6976,7410,314,2469125.8
42936,74,51,10,6601,2029,870,4300587.6
93013,76,80,8,7518,4523,786,9307630.5
70881,45,64,9,6846,6439,312,7092821.2
99130,99,23,1,7265,9231,115,9916962.3
82113,22,24,9,9897,8625,886,8212303.6
3475,5,9,9,5996,3689,431,355722.8
23863,67,71,1,6878,8157,257,2397991
25602,37,17,9,9608,336,703,2564047.1
81021,39,42,8,6345,5639,252,8107700.5
25307,24,90,5,9536,4979,381,2538791.4
18262,61,71,7,9975,9294,218,1834387.1
48077,63,7,2,7539,4744,438,4812989.8
94973,55,86,4,3478,8376,987,9502380.5
32138,23,91,3,5589,377,839,3224251.4
10854,58,95,8,2726,9507,951,1096077.3
80306,84,91,4,7018,4778,371,8037519.4
1138,4,18,6,8264,5987,269,117207.6
24045,31,56,2,9640,1938,851,2407159.1
20860,49,60,8,6395,8846,173,2091881.2
57790,23,65,2,1464,5714,622,5787991.2
73517,79,63,9,227,5128,931,7355043.1
137,32,47,1,6831,1323,242,21201.1
69685,82,32,5,757,5072,844,6973812.6
11104,69,19,2,6106,7898,471,1116580.6
65060,30,75,10,6375,2428,113,6514250.3
25655,31,9,6,2420,4919,884,2573091.1
13285,7,57,6,4719,8072,668,1334194.4
84706,75,24,7,8118,7665,923,8473043
98298,85,97,6,43,610,311,9843812.5
74921,57,61,8,5718,3083,978,7494913.2
9771,26,48,6,2211,1892,367,983421.5
77561,62,79,2,3871,4451,606,7760341.9
40104,56,44,8,8809,3509,689,4020381
4308,79,19,10,3660,7332,509,432778.3
14004,5,33,4,9535,6651,818,1410301.4
85829,23,32,2,9686,559,657,8592258.5
73776,92,43,7,1789,9854,805,7383860.2
86253,24,47,9,2626,3552,909,8633980.8
85423,40,39,9,6201,1282,476,8548531.2
11757,57,5,5,2326,7969,760,1183388.3
33761,71,76,2,5758,5727,677,3381494.1
33749,85,2,9,8671,5017,646,3379893.6
83865,38,42,2,8832,732,680,8395225.2
79067,27,58,10,8279,7190,183,7914438.4
91698,21,38,8,521,9569,109,9177134.3
22973,41,80,9,6044,1986,804,2302445.1
27838,87,73,1,3189,7357,241,2787148.3
21832,69,26,4,4442,9402,149,2186291
291,22,47,10,6446,1384,366,38413.3
46666,81,38,10,3128,7531,277,4668103.1
88329,22,20,8,9532,5702,836,8841056.4
37103,61,8,3,4148,5588,848,3714959.7
29789,87,90,6,6009,9333,879,2984021.4
1399,77,67,10,9089,9909,750,148407.9
13696,8,40,8,905,5498,398,1371950.3
79354,4,28,9,4757,6597,895,7939210.1
93656,65,8,3,4173,2017,230,9369720.7
16247,71,95,4,8238,4493,957,1634324
97330,23,82,9,362,7331,430,9739677.6
78982,38,18,8,1538,7225,328,7905259.7
78367,30,89,8,6088,6500,319,7847930.5
98729,36,4,1,9090,2432,351,9873352.2
97651,26,45,10,2936,2825,299,9769739.8
69203,8,68,6,9636,3900,732,6926561.3
44416,76,46,3,2296,1554,577,4450953.1
68494,83,79,6,9754,5,264,6854981.2
59545,65,21,10,5558,5073,642,5958908
66784,34,3,10,238,15,853,6679374.2
69375,6,96,3,9878,7270,954,6952253.3
75990,57,6,2,3803,7471,511,7605199.6
92539,55,74,10,5478,3556,427,9260585.1
57720,35,14,6,3550,6304,794,5777415.7
44961,14,50,1,3790,7685,627,4501549.7
20964,82,1,7,2157,7829,950,2101237.1
42734,84,67,2,8532,9106,195,4279195
23895,41,26,10,9891,8736,997,2396762.2
13877,23,23,3,5312,8205,819,1397190.3
46470,32,30,6,3805,5285,313,4650661.2
17317,90,97,4,1466,1144,587,1738012.1
47542,75,40,4,3378,9450,699,4764418.6
82408,53,95,10,8132,8596,416,8248881.7
9434,63,91,6,6177,8606,801,954722.3
16467,84,55,6,6574,9098,473,1659656.4
56296,18,32,8,6200,2378,602,5637090.6
48789,42,51,8,6600,6495,591,4887322.7
5769,97,79,8,1964,1073,159,588379.5
51827,90,59,7,8141,2069,250,5192441.7
9115,24,8,6,7187,2578,472,914381.7
12641,20,54,4,9434,7242,148,1270857.4
26966,91,44,7,2435,6395,792,2709495.2
65479,82,48,7,2907,4270,111,6553618
47583,48,99,10,3705,8486,983,4762269.2
93184,78,43,5,3946,4450,159,9321499.2
1254,38,57,1,9002,6342,283,128928.1
95328,59,24,10,8716,2131,269,9538747
7388,75,96,4,4898,1814,366,750538.8
34555,35,45,10,1597,5925,286,3467129.3
61310,49,21,5,5865,3866,618,6132679.6
20714,61,83,5,9406,9087,277,2077129.3
94704,55,6,7,3351,6903,815,9480933.7
13353,17,18,3,6437,7675,559,1338753.1
57475,67,83,3,654,7868,914,5753644.7
84795,41,22,8,5173,9145,407,8481583.2
70465,10,11,6,9473,8544,955,7052303.2
68270,37,65,9,3366,2943,928,6835596.8
26389,85,39,10,4738,4543,904,2646987.3
57552,99,19,6,445,7991,134,5759074.3
84291,7,65,10,7574,9349,721,8432314.8
60059,60,9,10,2181,5788,330,6008916
91513,50,3,2,5906,2070,232,9152366.2
70544,4,11,6,5701,886,322,7055619.2
16565,91,95,6,6950,7323,826,1663375.5
75865,10,60,7,1006,8659,955,7595183.7
29758,34,63,1,5853,9022,514,2982078.1
95566,7,21,5,2871,6556,474,9564576.2
1090,30,40,7,6324,9366,193,118270.3
98319,91,55,2,6427,2517,489,9837654.4
18693,18,99,9,2092,9672,423,1876877.5
21781,65,26,1,9090,7252,289,2187037.1
33662,46,38,6,7341,2488,561,3370242
94420,34,75,6,2413,5486,311,9453347
53313,19,35,4,2157,5123,352,5334996.5
54060,5,46,8,2407,2260,674,5414753
67709,22,78,5,1056,7424,359,6782857.4
85740,22,59,6,5447,1586,572,8579832
28659,58,21,2,4774,861,301,2869081.3
30217,36,73,5,5031,1199,498,3033408.4
58165,26,2,9,1746,4531,644,5819124.1
4014,11,22,7,8612,8381,811,404625.7
13523,59,38,8,7180,4187,843,1358157.5
49772,90,68,7,2310,3274,995,4985835.7
85904,65,43,10,7909,6307,434,8594924.6
22541,99,27,5,4339,4606,419,2264203.1
39132,43,83,2,1287,4598,161,3920808.8
32785,27,21,3,2935,6575,777,3284948.1
69831,71,46,2,1614,5800,380,6990205.5
80301,1,77,6,213,6910,160,8042286.1
10802,34,10,6,8297,2765,675,1086000.8
87853,26,54,9,5587,6821,297,8789947.1
86424,86,100,9,5568,6811,895,8654131.8
44595,29,77,7,5697,2652,562,4460946.8
60056,75,7,7,7429,2535,344,6011032.5
30896,27,15,3,2033,2708,342,3097036.8
54484,38,76,6,9399,618,838,5456741.1
16571,50,82,5,8026,510,463,1663083.3
87858,18,31,9,8181,7529,209,8786967
19869,99,86,4,8661,6108,339,1992188.1
54298,90,24,2,8083,7857,829,5432285.7
8191,10,30,2,9361,6799,434,823318.1
79950,89,64,3,2113,9708,220,7997513.7
73332,42,49,8,2779,7068,594,7339665
31669,8,21,7,5984,2875,920,3174122.8
97412,27,90,9,4015,1684,726,9747182.2
63163,93,36,6,1326,493,659,6324361.8
43907,29,34,3,6877,3185,612,4392043.7
64260,38,29,5,2011,9900,255,6427856.8
42585,74,30,9,3600,9515,805,4266978
35108,94,14,5,7735,7315,480,3515504.9
12127,22,69,4,8522,915,882,1214434.8
63669,45,72,9,5474,1174,828,6372430.1
